"y"	"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"pdays"	"previous"	"poutcome"
0	35	"blue-collar"	"married"	"secondary"	0	325	0	0	"unknown"	12	"may"	592	2	-1	0	"unknown"
0	27	"services"	"single"	"secondary"	0	123	1	0	"unknown"	12	"may"	105	3	-1	0	"unknown"
0	42	"blue-collar"	"married"	"primary"	0	-25	1	0	"unknown"	12	"may"	62	2	-1	0	"unknown"
0	40	"technician"	"married"	"secondary"	0	66	1	0	"unknown"	12	"may"	29	8	-1	0	"unknown"
0	31	"blue-collar"	"married"	"primary"	0	0	1	1	"unknown"	12	"may"	59	4	-1	0	"unknown"
0	29	"technician"	"married"	"tertiary"	0	409	1	0	"unknown"	12	"may"	247	3	-1	0	"unknown"
0	49	"technician"	"married"	"secondary"	0	4785	0	0	"unknown"	12	"may"	160	4	-1	0	"unknown"
0	59	"retired"	"divorced"	"primary"	0	121	1	0	"unknown"	12	"may"	144	7	-1	0	"unknown"
0	37	"management"	"married"	"tertiary"	0	0	1	0	"unknown"	12	"may"	346	4	-1	0	"unknown"
0	60	"blue-collar"	"married"	"unknown"	0	231	1	0	"unknown"	12	"may"	57	2	-1	0	"unknown"
0	25	"technician"	"single"	"secondary"	0	1135	1	0	"unknown"	12	"may"	396	3	-1	0	"unknown"
0	28	"admin."	"married"	"secondary"	0	-201	1	0	"unknown"	12	"may"	286	4	-1	0	"unknown"
0	40	"services"	"single"	"secondary"	0	-278	1	0	"unknown"	12	"may"	400	3	-1	0	"unknown"
0	43	"technician"	"single"	"tertiary"	0	16	1	0	"unknown"	12	"may"	282	4	-1	0	"unknown"
0	51	"blue-collar"	"married"	"primary"	1	-283	1	0	"unknown"	12	"may"	38	4	-1	0	"unknown"
0	28	"admin."	"single"	"secondary"	0	-103	1	0	"unknown"	12	"may"	252	4	-1	0	"unknown"
0	54	"management"	"married"	"primary"	0	113	0	0	"unknown"	12	"may"	76	3	-1	0	"unknown"
0	37	"blue-collar"	"married"	"secondary"	0	194	1	0	"unknown"	12	"may"	566	7	-1	0	"unknown"
0	35	"self-employed"	"married"	"tertiary"	0	247	1	0	"unknown"	12	"may"	167	2	-1	0	"unknown"
0	26	"management"	"divorced"	"tertiary"	1	-402	0	1	"unknown"	12	"may"	127	2	-1	0	"unknown"
0	55	"services"	"single"	"secondary"	0	-40	1	0	"unknown"	12	"may"	178	2	-1	0	"unknown"
0	57	"unemployed"	"married"	"secondary"	0	3867	1	0	"unknown"	12	"may"	71	2	-1	0	"unknown"
0	39	"blue-collar"	"divorced"	"secondary"	0	36	1	0	"unknown"	12	"may"	109	2	-1	0	"unknown"
0	36	"services"	"married"	"tertiary"	0	2167	1	1	"unknown"	12	"may"	120	2	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	243	1	0	"unknown"	12	"may"	102	3	-1	0	"unknown"
0	33	"blue-collar"	"married"	"primary"	0	2	1	1	"unknown"	12	"may"	409	2	-1	0	"unknown"
0	40	"services"	"single"	"secondary"	0	737	1	0	"unknown"	12	"may"	117	2	-1	0	"unknown"
0	31	"technician"	"married"	"secondary"	0	286	0	0	"unknown"	12	"may"	177	4	-1	0	"unknown"
1	32	"management"	"single"	"tertiary"	0	311	0	0	"unknown"	12	"may"	757	2	-1	0	"unknown"
0	27	"management"	"single"	"tertiary"	0	541	1	0	"unknown"	12	"may"	145	1	-1	0	"unknown"
0	31	"services"	"single"	"secondary"	0	2963	1	0	"unknown"	12	"may"	124	1	-1	0	"unknown"
0	28	"blue-collar"	"single"	"secondary"	1	-871	1	0	"unknown"	12	"may"	36	4	-1	0	"unknown"
0	33	"blue-collar"	"divorced"	"secondary"	0	75	1	1	"unknown"	12	"may"	94	2	-1	0	"unknown"
0	31	"blue-collar"	"single"	"secondary"	0	2597	1	0	"unknown"	12	"may"	189	1	-1	0	"unknown"
0	25	"services"	"married"	"secondary"	0	-454	1	0	"unknown"	12	"may"	24	1	-1	0	"unknown"
0	29	"technician"	"married"	"secondary"	0	0	0	0	"unknown"	12	"may"	33	2	-1	0	"unknown"
0	47	"blue-collar"	"married"	"primary"	0	304	1	0	"unknown"	12	"may"	185	1	-1	0	"unknown"
0	59	"blue-collar"	"divorced"	"primary"	0	220	1	0	"unknown"	12	"may"	165	1	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	561	1	0	"unknown"	12	"may"	405	3	-1	0	"unknown"
0	33	"blue-collar"	"married"	"primary"	0	211	1	0	"unknown"	12	"may"	172	2	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	4509	1	0	"unknown"	12	"may"	207	3	-1	0	"unknown"
0	42	"management"	"single"	"tertiary"	0	196	1	0	"unknown"	12	"may"	325	3	-1	0	"unknown"
0	26	"technician"	"single"	"secondary"	0	124	1	0	"unknown"	12	"may"	57	8	-1	0	"unknown"
0	34	"blue-collar"	"single"	"secondary"	0	381	1	0	"unknown"	12	"may"	102	1	-1	0	"unknown"
0	31	"admin."	"married"	"secondary"	0	184	1	0	"unknown"	12	"may"	378	3	-1	0	"unknown"
0	30	"blue-collar"	"single"	"unknown"	1	-149	1	1	"unknown"	12	"may"	164	3	-1	0	"unknown"
0	54	"admin."	"married"	"unknown"	0	-337	1	0	"unknown"	12	"may"	288	2	-1	0	"unknown"
0	52	"blue-collar"	"single"	"primary"	0	210	1	0	"unknown"	12	"may"	154	1	-1	0	"unknown"
0	40	"blue-collar"	"divorced"	"primary"	0	737	1	1	"unknown"	12	"may"	102	1	-1	0	"unknown"
0	56	"blue-collar"	"divorced"	"secondary"	0	75	1	0	"unknown"	12	"may"	136	2	-1	0	"unknown"
0	25	"student"	"single"	"tertiary"	0	641	1	0	"unknown"	12	"may"	53	1	-1	0	"unknown"
0	60	"retired"	"married"	"secondary"	0	78	1	0	"unknown"	12	"may"	113	3	-1	0	"unknown"
0	43	"blue-collar"	"married"	"primary"	0	1558	1	0	"unknown"	12	"may"	110	3	-1	0	"unknown"
0	32	"entrepreneur"	"married"	"unknown"	0	227	1	0	"unknown"	12	"may"	523	1	-1	0	"unknown"
0	48	"blue-collar"	"divorced"	"secondary"	0	602	1	0	"unknown"	12	"may"	231	1	-1	0	"unknown"
0	43	"self-employed"	"single"	"secondary"	0	798	1	0	"unknown"	12	"may"	217	1	-1	0	"unknown"
0	37	"technician"	"married"	"secondary"	0	1047	1	1	"unknown"	12	"may"	151	1	-1	0	"unknown"
0	52	"services"	"divorced"	"primary"	0	111	1	0	"unknown"	12	"may"	179	2	-1	0	"unknown"
0	25	"services"	"single"	"secondary"	0	-439	1	0	"unknown"	12	"may"	293	1	-1	0	"unknown"
0	31	"entrepreneur"	"single"	"tertiary"	1	37	1	0	"unknown"	12	"may"	281	1	-1	0	"unknown"
0	35	"blue-collar"	"married"	"secondary"	0	362	1	0	"unknown"	12	"may"	363	2	-1	0	"unknown"
0	27	"admin."	"single"	"secondary"	0	1	1	0	"unknown"	12	"may"	86	1	-1	0	"unknown"
0	41	"self-employed"	"married"	"secondary"	0	304	1	0	"unknown"	12	"may"	1147	2	-1	0	"unknown"
0	34	"technician"	"single"	"secondary"	0	-89	1	0	"unknown"	12	"may"	209	1	-1	0	"unknown"
0	55	"technician"	"married"	"secondary"	0	276	1	0	"unknown"	12	"may"	486	1	-1	0	"unknown"
0	26	"blue-collar"	"married"	"secondary"	0	288	1	0	"unknown"	12	"may"	49	2	-1	0	"unknown"
0	36	"blue-collar"	"married"	"primary"	0	650	1	0	"unknown"	12	"may"	170	2	-1	0	"unknown"
0	45	"admin."	"married"	"secondary"	0	171	1	0	"unknown"	12	"may"	539	1	-1	0	"unknown"
0	27	"technician"	"married"	"secondary"	0	-302	1	0	"unknown"	12	"may"	66	3	-1	0	"unknown"
0	31	"admin."	"married"	"secondary"	0	337	0	0	"unknown"	12	"may"	51	1	-1	0	"unknown"
0	29	"admin."	"divorced"	"secondary"	0	891	0	0	"unknown"	12	"may"	820	1	-1	0	"unknown"
0	26	"blue-collar"	"single"	"secondary"	0	199	1	1	"unknown"	12	"may"	125	1	-1	0	"unknown"
0	46	"services"	"married"	"secondary"	0	997	1	0	"unknown"	12	"may"	398	1	-1	0	"unknown"
0	32	"entrepreneur"	"married"	"tertiary"	0	108	1	1	"unknown"	12	"may"	112	1	-1	0	"unknown"
0	25	"admin."	"single"	"tertiary"	0	40	0	0	"unknown"	12	"may"	64	1	-1	0	"unknown"
0	54	"retired"	"married"	"primary"	0	208	0	0	"unknown"	12	"may"	255	1	-1	0	"unknown"
0	31	"technician"	"married"	"secondary"	0	6890	1	0	"unknown"	12	"may"	34	1	-1	0	"unknown"
0	33	"admin."	"single"	"secondary"	0	395	1	0	"unknown"	12	"may"	95	8	-1	0	"unknown"
0	28	"technician"	"single"	"tertiary"	0	-214	1	0	"unknown"	12	"may"	140	3	-1	0	"unknown"
0	39	"admin."	"single"	"secondary"	0	496	1	0	"unknown"	12	"may"	788	2	-1	0	"unknown"
0	37	"technician"	"married"	"secondary"	0	183	1	0	"unknown"	12	"may"	194	2	-1	0	"unknown"
0	36	"blue-collar"	"married"	"primary"	0	199	1	0	"unknown"	12	"may"	165	4	-1	0	"unknown"
0	56	"admin."	"divorced"	"primary"	0	179	1	0	"unknown"	12	"may"	306	2	-1	0	"unknown"
0	59	"retired"	"married"	"secondary"	0	434	1	0	"unknown"	12	"may"	63	3	-1	0	"unknown"
0	30	"services"	"single"	"secondary"	0	122	1	0	"unknown"	12	"may"	501	2	-1	0	"unknown"
0	59	"technician"	"married"	"secondary"	0	371	1	0	"unknown"	12	"may"	832	3	-1	0	"unknown"
0	27	"blue-collar"	"single"	"secondary"	0	3675	0	0	"unknown"	12	"may"	101	2	-1	0	"unknown"
0	29	"entrepreneur"	"single"	"tertiary"	0	11	1	0	"unknown"	12	"may"	214	4	-1	0	"unknown"
0	48	"services"	"married"	"secondary"	0	194	1	1	"unknown"	12	"may"	290	6	-1	0	"unknown"
0	44	"blue-collar"	"married"	"secondary"	0	23	1	0	"unknown"	12	"may"	388	2	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	1011	1	0	"unknown"	12	"may"	1495	4	-1	0	"unknown"
0	39	"blue-collar"	"single"	"primary"	0	446	1	0	"unknown"	12	"may"	183	1	-1	0	"unknown"
0	46	"blue-collar"	"married"	"primary"	0	-29	1	0	"unknown"	12	"may"	322	1	-1	0	"unknown"
0	28	"admin."	"married"	"secondary"	0	957	1	1	"unknown"	12	"may"	646	3	-1	0	"unknown"
0	31	"blue-collar"	"married"	"secondary"	0	297	1	0	"unknown"	12	"may"	480	1	-1	0	"unknown"
0	40	"services"	"single"	"secondary"	0	888	1	0	"unknown"	12	"may"	169	2	-1	0	"unknown"
0	37	"blue-collar"	"single"	"secondary"	0	115	1	0	"unknown"	12	"may"	74	1	-1	0	"unknown"
0	29	"blue-collar"	"married"	"secondary"	0	177	1	0	"unknown"	12	"may"	146	3	-1	0	"unknown"
0	29	"blue-collar"	"married"	"secondary"	0	-28	1	0	"unknown"	12	"may"	393	1	-1	0	"unknown"
0	24	"blue-collar"	"married"	"secondary"	0	951	1	0	"unknown"	12	"may"	744	2	-1	0	"unknown"
0	32	"admin."	"single"	"secondary"	0	5	1	0	"unknown"	12	"may"	593	2	-1	0	"unknown"
0	26	"admin."	"single"	"secondary"	0	586	1	1	"unknown"	12	"may"	215	1	-1	0	"unknown"
0	47	"entrepreneur"	"married"	"unknown"	1	-1445	1	0	"unknown"	12	"may"	379	2	-1	0	"unknown"
0	26	"blue-collar"	"single"	"secondary"	1	-23	1	0	"unknown"	12	"may"	315	1	-1	0	"unknown"
0	28	"blue-collar"	"single"	"secondary"	0	-284	1	0	"unknown"	12	"may"	162	1	-1	0	"unknown"
0	58	"blue-collar"	"married"	"secondary"	0	1166	1	0	"unknown"	12	"may"	493	1	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	244	1	0	"unknown"	12	"may"	225	1	-1	0	"unknown"
0	29	"services"	"single"	"secondary"	0	-72	1	0	"unknown"	12	"may"	208	1	-1	0	"unknown"
0	56	"blue-collar"	"married"	"primary"	0	1399	1	0	"unknown"	12	"may"	80	4	-1	0	"unknown"
0	43	"blue-collar"	"married"	"primary"	0	0	1	0	"unknown"	12	"may"	3	1	-1	0	"unknown"
0	45	"blue-collar"	"married"	"secondary"	0	431	1	0	"unknown"	12	"may"	29	1	-1	0	"unknown"
0	31	"admin."	"single"	"secondary"	0	130	1	1	"unknown"	12	"may"	132	1	-1	0	"unknown"
0	34	"blue-collar"	"married"	"secondary"	0	187	1	0	"unknown"	12	"may"	379	2	-1	0	"unknown"
0	32	"management"	"married"	"primary"	0	142	1	0	"unknown"	12	"may"	101	1	-1	0	"unknown"
0	33	"technician"	"single"	"secondary"	0	14	1	0	"unknown"	12	"may"	188	1	-1	0	"unknown"
0	28	"technician"	"single"	"secondary"	0	-219	1	0	"unknown"	12	"may"	386	2	-1	0	"unknown"
0	43	"admin."	"single"	"secondary"	0	275	1	0	"unknown"	12	"may"	457	4	-1	0	"unknown"
0	49	"services"	"single"	"secondary"	0	5028	1	0	"unknown"	12	"may"	891	1	-1	0	"unknown"
0	27	"services"	"single"	"secondary"	0	118	1	1	"unknown"	12	"may"	53	1	-1	0	"unknown"
0	30	"services"	"single"	"secondary"	0	290	1	0	"unknown"	12	"may"	446	1	-1	0	"unknown"
0	32	"blue-collar"	"married"	"primary"	0	1064	1	0	"unknown"	12	"may"	326	1	-1	0	"unknown"
0	37	"services"	"divorced"	"secondary"	0	904	1	0	"unknown"	12	"may"	507	1	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	628	1	0	"unknown"	12	"may"	1083	2	-1	0	"unknown"
0	56	"retired"	"married"	"primary"	0	13	1	0	"unknown"	12	"may"	123	2	-1	0	"unknown"
0	26	"technician"	"married"	"tertiary"	0	450	1	1	"unknown"	12	"may"	1266	1	-1	0	"unknown"
0	43	"blue-collar"	"married"	"secondary"	0	-63	1	0	"unknown"	12	"may"	160	4	-1	0	"unknown"
0	48	"technician"	"divorced"	"secondary"	0	164	1	0	"unknown"	12	"may"	139	2	-1	0	"unknown"
0	31	"blue-collar"	"single"	"primary"	0	985	1	0	"unknown"	12	"may"	178	2	-1	0	"unknown"
0	36	"services"	"single"	"secondary"	0	616	1	1	"unknown"	12	"may"	156	3	-1	0	"unknown"
0	24	"blue-collar"	"married"	"secondary"	0	237	1	0	"unknown"	12	"may"	200	2	-1	0	"unknown"
0	29	"unemployed"	"married"	"secondary"	0	380	0	1	"unknown"	12	"may"	154	2	-1	0	"unknown"
0	23	"admin."	"single"	"secondary"	0	290	1	0	"unknown"	12	"may"	163	4	-1	0	"unknown"
0	54	"entrepreneur"	"divorced"	"secondary"	0	104	1	0	"unknown"	12	"may"	391	1	-1	0	"unknown"
0	24	"blue-collar"	"single"	"secondary"	0	117	1	1	"unknown"	12	"may"	470	1	-1	0	"unknown"
0	25	"technician"	"single"	"secondary"	0	276	1	0	"unknown"	12	"may"	268	4	-1	0	"unknown"
0	36	"technician"	"single"	"secondary"	0	-475	1	0	"unknown"	12	"may"	793	5	-1	0	"unknown"
0	40	"management"	"single"	"unknown"	0	838	1	0	"unknown"	12	"may"	619	3	-1	0	"unknown"
0	29	"admin."	"single"	"secondary"	0	382	1	0	"unknown"	12	"may"	460	1	-1	0	"unknown"
0	29	"admin."	"married"	"primary"	0	624	1	0	"unknown"	12	"may"	246	1	-1	0	"unknown"
0	48	"blue-collar"	"single"	"primary"	0	396	1	0	"unknown"	12	"may"	194	3	-1	0	"unknown"
0	23	"admin."	"single"	"secondary"	0	5	0	0	"unknown"	12	"may"	413	1	-1	0	"unknown"
0	37	"admin."	"single"	"secondary"	0	18	0	0	"unknown"	12	"may"	574	6	-1	0	"unknown"
0	31	"blue-collar"	"married"	"primary"	0	-464	1	1	"unknown"	12	"may"	256	4	-1	0	"unknown"
0	29	"services"	"divorced"	"secondary"	0	330	1	0	"unknown"	12	"may"	88	2	-1	0	"unknown"
0	56	"admin."	"married"	"secondary"	0	2087	1	0	"unknown"	12	"may"	146	1	-1	0	"unknown"
0	28	"services"	"single"	"secondary"	0	-260	1	0	"unknown"	12	"may"	170	2	-1	0	"unknown"
0	44	"blue-collar"	"married"	"secondary"	0	236	1	0	"unknown"	12	"may"	596	1	-1	0	"unknown"
0	48	"blue-collar"	"married"	"secondary"	0	684	1	1	"unknown"	12	"may"	139	1	-1	0	"unknown"
0	30	"blue-collar"	"married"	"secondary"	0	458	1	0	"unknown"	12	"may"	177	3	-1	0	"unknown"
0	32	"unemployed"	"married"	"primary"	0	324	1	0	"unknown"	12	"may"	577	1	-1	0	"unknown"
0	41	"blue-collar"	"married"	"primary"	0	1052	1	1	"unknown"	12	"may"	335	1	-1	0	"unknown"
0	30	"management"	"divorced"	"secondary"	0	37	0	0	"unknown"	12	"may"	262	2	-1	0	"unknown"
0	37	"blue-collar"	"married"	"secondary"	0	454	1	0	"unknown"	12	"may"	115	1	-1	0	"unknown"
0	30	"blue-collar"	"single"	"secondary"	0	573	1	0	"unknown"	12	"may"	116	2	-1	0	"unknown"
0	28	"technician"	"single"	"secondary"	0	34	1	0	"unknown"	12	"may"	136	4	-1	0	"unknown"
0	33	"technician"	"single"	"secondary"	0	341	0	1	"unknown"	12	"may"	289	3	-1	0	"unknown"
0	41	"blue-collar"	"married"	"unknown"	0	31	0	0	"unknown"	12	"may"	529	2	-1	0	"unknown"
0	42	"management"	"married"	"secondary"	0	-189	1	0	"unknown"	12	"may"	247	2	-1	0	"unknown"
0	50	"admin."	"single"	"secondary"	0	424	1	0	"unknown"	12	"may"	72	2	-1	0	"unknown"
0	23	"student"	"single"	"tertiary"	0	250	1	0	"unknown"	12	"may"	166	2	-1	0	"unknown"
0	38	"services"	"married"	"secondary"	0	3165	1	0	"unknown"	12	"may"	152	2	-1	0	"unknown"
0	31	"blue-collar"	"divorced"	"secondary"	0	387	1	0	"unknown"	12	"may"	220	3	-1	0	"unknown"
0	35	"admin."	"single"	"secondary"	0	855	1	0	"unknown"	12	"may"	241	3	-1	0	"unknown"
0	52	"admin."	"divorced"	"secondary"	0	944	1	0	"unknown"	12	"may"	198	3	-1	0	"unknown"
0	36	"blue-collar"	"married"	"secondary"	0	134	0	0	"unknown"	12	"may"	98	2	-1	0	"unknown"
0	28	"blue-collar"	"single"	"secondary"	0	2845	1	0	"unknown"	12	"may"	182	2	-1	0	"unknown"
0	27	"management"	"single"	"tertiary"	0	2420	1	0	"unknown"	12	"may"	391	2	-1	0	"unknown"
0	24	"student"	"single"	"tertiary"	0	1535	1	0	"unknown"	12	"may"	126	2	-1	0	"unknown"
0	45	"management"	"single"	"tertiary"	0	0	0	0	"unknown"	12	"may"	55	2	-1	0	"unknown"
0	39	"technician"	"married"	"secondary"	0	504	1	0	"unknown"	12	"may"	495	1	-1	0	"unknown"
0	38	"blue-collar"	"single"	"secondary"	0	-329	1	0	"unknown"	12	"may"	86	4	-1	0	"unknown"
0	24	"blue-collar"	"married"	"secondary"	0	94	1	0	"unknown"	12	"may"	166	2	-1	0	"unknown"
0	35	"management"	"divorced"	"tertiary"	0	538	1	0	"unknown"	12	"may"	66	4	-1	0	"unknown"
0	32	"admin."	"divorced"	"secondary"	1	-18	1	0	"unknown"	12	"may"	155	3	-1	0	"unknown"
0	48	"housemaid"	"divorced"	"primary"	0	26	1	0	"unknown"	12	"may"	311	3	-1	0	"unknown"
0	36	"entrepreneur"	"married"	"primary"	0	177	1	0	"unknown"	12	"may"	63	5	-1	0	"unknown"
0	46	"blue-collar"	"married"	"primary"	0	633	1	0	"unknown"	12	"may"	236	10	-1	0	"unknown"
0	28	"technician"	"single"	"secondary"	0	205	1	0	"unknown"	12	"may"	92	3	-1	0	"unknown"
0	50	"admin."	"married"	"secondary"	0	1114	1	1	"unknown"	12	"may"	298	2	-1	0	"unknown"
0	44	"blue-collar"	"married"	"secondary"	0	78	1	0	"unknown"	12	"may"	253	2	-1	0	"unknown"
0	38	"management"	"married"	"tertiary"	0	762	1	0	"unknown"	12	"may"	163	2	-1	0	"unknown"
0	33	"self-employed"	"married"	"primary"	0	1862	1	0	"unknown"	12	"may"	65	1	-1	0	"unknown"
0	57	"management"	"single"	"tertiary"	0	73	0	0	"unknown"	12	"may"	41	1	-1	0	"unknown"
0	40	"technician"	"married"	"secondary"	0	2576	1	1	"unknown"	12	"may"	10	11	-1	0	"unknown"
0	42	"management"	"married"	"primary"	0	470	1	0	"unknown"	12	"may"	221	1	-1	0	"unknown"
0	32	"services"	"married"	"secondary"	0	206	1	1	"unknown"	12	"may"	370	1	-1	0	"unknown"
0	55	"blue-collar"	"married"	"primary"	0	0	1	1	"unknown"	12	"may"	467	5	-1	0	"unknown"
0	25	"blue-collar"	"married"	"secondary"	0	-76	1	0	"unknown"	12	"may"	241	3	-1	0	"unknown"
0	42	"management"	"divorced"	"tertiary"	0	1750	1	0	"unknown"	12	"may"	248	2	-1	0	"unknown"
0	23	"admin."	"single"	"secondary"	0	1104	1	0	"unknown"	12	"may"	120	2	-1	0	"unknown"
0	31	"blue-collar"	"married"	"secondary"	0	286	1	1	"unknown"	12	"may"	260	2	-1	0	"unknown"
0	21	"student"	"single"	"unknown"	0	137	1	0	"unknown"	12	"may"	198	3	-1	0	"unknown"
0	34	"admin."	"married"	"secondary"	0	247	1	1	"unknown"	12	"may"	1727	5	-1	0	"unknown"
0	46	"entrepreneur"	"married"	"tertiary"	0	-43	0	0	"unknown"	12	"may"	138	8	-1	0	"unknown"
0	55	"blue-collar"	"married"	"primary"	0	309	1	0	"unknown"	12	"may"	115	4	-1	0	"unknown"
0	33	"entrepreneur"	"single"	"secondary"	0	339	1	0	"unknown"	12	"may"	212	2	-1	0	"unknown"
0	47	"self-employed"	"divorced"	"secondary"	0	218	1	0	"unknown"	12	"may"	58	7	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	4128	1	0	"unknown"	12	"may"	456	6	-1	0	"unknown"
0	40	"management"	"single"	"tertiary"	0	867	1	1	"unknown"	12	"may"	145	4	-1	0	"unknown"
0	32	"management"	"single"	"tertiary"	0	1345	1	0	"unknown"	12	"may"	289	3	-1	0	"unknown"
0	48	"technician"	"divorced"	"secondary"	0	40	0	0	"unknown"	12	"may"	300	3	-1	0	"unknown"
0	32	"admin."	"single"	"secondary"	0	1466	1	0	"unknown"	12	"may"	264	2	-1	0	"unknown"
0	26	"blue-collar"	"single"	"secondary"	0	96	1	0	"unknown"	12	"may"	181	2	-1	0	"unknown"
0	38	"blue-collar"	"married"	"secondary"	0	332	1	0	"unknown"	12	"may"	184	4	-1	0	"unknown"
0	46	"services"	"married"	"secondary"	0	1474	1	0	"unknown"	12	"may"	148	3	-1	0	"unknown"
0	49	"blue-collar"	"married"	"secondary"	0	783	1	0	"unknown"	12	"may"	166	4	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	239	0	0	"unknown"	12	"may"	65	5	-1	0	"unknown"
0	45	"blue-collar"	"married"	"secondary"	0	27	1	0	"unknown"	12	"may"	299	5	-1	0	"unknown"
0	32	"management"	"married"	"tertiary"	0	-24	1	0	"unknown"	12	"may"	93	4	-1	0	"unknown"
0	39	"blue-collar"	"married"	"secondary"	0	23	1	0	"unknown"	12	"may"	22	5	-1	0	"unknown"
0	53	"blue-collar"	"married"	"primary"	0	6386	1	0	"unknown"	12	"may"	170	8	-1	0	"unknown"
0	28	"unemployed"	"single"	"secondary"	1	-353	1	0	"unknown"	12	"may"	89	3	-1	0	"unknown"
0	31	"admin."	"married"	"secondary"	0	-474	1	0	"unknown"	12	"may"	215	2	-1	0	"unknown"
0	34	"entrepreneur"	"single"	"tertiary"	0	714	1	0	"unknown"	12	"may"	166	4	-1	0	"unknown"
0	40	"blue-collar"	"married"	"primary"	0	570	1	0	"unknown"	12	"may"	109	3	-1	0	"unknown"
0	29	"blue-collar"	"single"	"secondary"	0	16	0	0	"unknown"	12	"may"	197	3	-1	0	"unknown"
0	34	"admin."	"single"	"secondary"	0	1504	1	0	"unknown"	12	"may"	395	3	-1	0	"unknown"
0	38	"management"	"married"	"tertiary"	0	551	1	0	"unknown"	12	"may"	1875	4	-1	0	"unknown"
0	31	"services"	"married"	"secondary"	0	-759	1	0	"unknown"	12	"may"	220	2	-1	0	"unknown"
0	32	"technician"	"divorced"	"secondary"	0	1097	1	0	"unknown"	12	"may"	298	2	-1	0	"unknown"
0	31	"services"	"married"	"secondary"	0	520	1	0	"unknown"	12	"may"	123	7	-1	0	"unknown"
0	53	"blue-collar"	"single"	"unknown"	0	0	0	0	"unknown"	12	"may"	140	7	-1	0	"unknown"
0	38	"blue-collar"	"single"	"unknown"	0	573	1	0	"unknown"	12	"may"	334	7	-1	0	"unknown"
0	57	"blue-collar"	"married"	"primary"	1	0	1	0	"unknown"	12	"may"	73	3	-1	0	"unknown"
0	58	"entrepreneur"	"married"	"tertiary"	0	146	1	0	"unknown"	12	"may"	186	6	-1	0	"unknown"
0	50	"blue-collar"	"married"	"primary"	0	-37	1	0	"unknown"	12	"may"	78	3	-1	0	"unknown"
0	36	"blue-collar"	"single"	"secondary"	0	90	1	0	"unknown"	12	"may"	13	5	-1	0	"unknown"
0	46	"blue-collar"	"married"	"primary"	0	0	1	0	"unknown"	12	"may"	51	9	-1	0	"unknown"
0	39	"admin."	"single"	"secondary"	0	1242	1	0	"unknown"	12	"may"	303	3	-1	0	"unknown"
0	31	"admin."	"single"	"secondary"	0	98	1	1	"unknown"	12	"may"	159	3	-1	0	"unknown"
0	44	"management"	"single"	"tertiary"	0	295	1	0	"unknown"	12	"may"	103	8	-1	0	"unknown"
0	53	"admin."	"married"	"secondary"	0	465	0	1	"unknown"	12	"may"	95	3	-1	0	"unknown"
0	35	"technician"	"married"	"tertiary"	0	1473	1	0	"unknown"	12	"may"	84	3	-1	0	"unknown"
0	40	"blue-collar"	"married"	"secondary"	0	3122	1	0	"unknown"	12	"may"	344	3	-1	0	"unknown"
0	30	"technician"	"single"	"secondary"	0	317	1	0	"unknown"	12	"may"	246	6	-1	0	"unknown"
0	33	"blue-collar"	"divorced"	"secondary"	0	176	1	0	"unknown"	12	"may"	157	5	-1	0	"unknown"
0	39	"blue-collar"	"married"	"secondary"	0	661	1	0	"unknown"	12	"may"	162	4	-1	0	"unknown"
0	25	"admin."	"single"	"secondary"	0	1	1	1	"unknown"	12	"may"	24	12	-1	0	"unknown"
0	35	"blue-collar"	"married"	"primary"	0	-12	1	0	"unknown"	12	"may"	212	5	-1	0	"unknown"
0	43	"blue-collar"	"married"	"primary"	0	1401	1	0	"unknown"	12	"may"	195	2	-1	0	"unknown"
0	41	"entrepreneur"	"married"	"tertiary"	0	171	1	0	"unknown"	12	"may"	143	4	-1	0	"unknown"
0	55	"blue-collar"	"married"	"primary"	0	431	1	0	"unknown"	12	"may"	68	2	-1	0	"unknown"
0	49	"technician"	"divorced"	"secondary"	0	265	1	0	"unknown"	12	"may"	274	6	-1	0	"unknown"
0	30	"self-employed"	"married"	"tertiary"	0	227	1	1	"unknown"	12	"may"	227	3	-1	0	"unknown"
0	37	"blue-collar"	"single"	"secondary"	0	336	1	0	"unknown"	12	"may"	152	5	-1	0	"unknown"
0	46	"unemployed"	"divorced"	"secondary"	0	41	1	0	"unknown"	12	"may"	249	4	-1	0	"unknown"
0	36	"blue-collar"	"married"	"secondary"	0	1554	1	0	"unknown"	12	"may"	325	4	-1	0	"unknown"
0	45	"services"	"single"	"secondary"	0	141	1	0	"unknown"	12	"may"	111	4	-1	0	"unknown"
0	48	"blue-collar"	"married"	"primary"	0	762	1	0	"unknown"	12	"may"	81	4	-1	0	"unknown"
